,0,1
0,Table 64575-A. Minimum Flushing Flows for Different Size Water Mains.,Table 64575-A. Minimum Flushing Flows for Different Size Water Mains.
1,,
2,Nominal Main Size,Minimum Flushing Flow
3,Diameter (inches),(gallons per minute)
4,2,25
5,3,50
6,4,100
7,6,225
8,8,400
9,10,600
10,12,900
11,14,1200
12,16,1600
